Applicant_ID,Age,Employment_Type,Monthly_Net_Income,Total_Existing_EMIs,CIBIL_Score,Is_First_Loan,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Default
KAGGLE000041,24,Salaried,1200.0,210.0,,0,2500,,,,1
KAGGLE000042,26,Salaried,18750.0,1750.0000000000002,,0,20000,,,,0
KAGGLE000043,23,Salaried,18750.0,2000.0,,0,24250,,,,0
KAGGLE000044,26,Salaried,18750.0,750.0,,0,10000,,,,0
KAGGLE000045,26,Salaried,18750.0,2000.0,,0,25000,,,,0
KAGGLE000046,25,Salaried,18750.0,1500.0,,0,18000,,,,0
KAGGLE000047,26,Salaried,6724.166666666667,2395.5,,0,30000,,,,1
KAGGLE000048,22,Salaried,5525.0,2099.5,,0,30000,,,,1
KAGGLE000049,26,Salaried,7419.0,2395.5,,0,30000,,,,1
KAGGLE000050,24,Salaried,6500.0,2395.5,,0,30000,,,,1
KAGGLE000051,23,Salaried,6500.0,2395.5,,0,30000,,,,1
KAGGLE000052,23,Salaried,7667.0,2395.5,,0,30000,,,,1
KAGGLE000053,23,Salaried,8083.333333333333,2395.5,,0,30000,,,,1
KAGGLE000054,25,Salaried,10000.0,2395.5,,0,30000,,,,0
KAGGLE000055,26,Salaried,18750.0,933.3333333333333,,0,10000,,,,0
KAGGLE000056,26,Salaried,18750.0,1616.44,,0,20000,,,,0
KAGGLE000057,23,Salaried,18750.0,2395.5,,0,35000,,,,0
KAGGLE000058,25,Salaried,10666.666666666666,2395.5,,0,30000,,,,0
KAGGLE000059,24,Salaried,1200.0,150.0,,0,1750,,,,0
KAGGLE000060,21,Salaried,10916.666666666666,2395.5,,0,30000,,,,0
KAGGLE000061,22,Salaried,18750.0,916.6666666666667,,0,12000,,,,0
KAGGLE000062,26,Salaried,18750.0,876.6666666666667,,0,10000,,,,1
KAGGLE000063,25,Salaried,18487.5,1848.75,,0,25000,,,,1
KAGGLE000064,22,Salaried,5833.333333333333,2395.5,,0,29100,,,,1
KAGGLE000065,22,Salaried,1200.0,130.0,,0,1500,,,,0
KAGGLE000066,26,Salaried,18750.0,2383.3333333333335,,0,28000,,,,0
KAGGLE000067,25,Salaried,18750.0,1726.6666666666665,,0,20000,,,,0
KAGGLE000068,24,Salaried,18750.0,850.0,,0,9600,,,,0
KAGGLE000069,25,Salaried,18750.0,2083.3333333333335,,0,25000,,,,0
KAGGLE000070,25,Salaried,1200.0,250.0,,0,3000,,,,1
KAGGLE000071,22,Salaried,4745.833333333333,2325.458333333333,,0,28000,,,,1
KAGGLE000072,21,Salaried,1200.0,250.0,,0,3000,,,,1
KAGGLE000073,23,Salaried,5416.666666666667,2329.166666666667,,0,28000,,,,1
KAGGLE000074,26,Salaried,7083.333333333333,2337.5,,0,28000,,,,1
KAGGLE000075,26,Salaried,1200.0,510.0,,0,6100,,,,1
KAGGLE000076,22,Salaried,7333.333333333333,2346.6666666666665,,0,28000,,,,1
KAGGLE000077,21,Salaried,1200.0,350.0,,0,4200,,,,1
KAGGLE000078,22,Salaried,1200.0,400.0,,0,4750,,,,1
KAGGLE000079,24,Salaried,6917.0,2351.78,,0,28000,,,,1
KAGGLE000080,24,Salaried,18750.0,1458.3333333333335,,0,18000,,,,0
KAGGLE000082,25,Salaried,8333.333333333334,2333.333333333334,,0,28000,,,,0
KAGGLE000083,26,Salaried,9166.666666666666,2291.6666666666665,,0,28000,,,,0
KAGGLE000084,26,Salaried,1200.0,230.0,,0,2700,,,,1
KAGGLE000085,22,Salaried,9000.0,2340.0,,0,28000,,,,1
KAGGLE000086,23,Salaried,12600.0,2394.0,,0,28000,,,,0
KAGGLE000087,24,Salaried,5750.0,2300.0,,0,27600,,,,1
KAGGLE000088,21,Salaried,1200.0,270.0,,0,3250,,,,1
KAGGLE000089,22,Salaried,5833.333333333333,2275.0,,0,27500,,,,1
KAGGLE000090,22,Salaried,18750.0,2000.0,,0,25000,,,,0
KAGGLE000091,26,Salaried,6100.0,2257.0,,0,27050,,,,1
KAGGLE000092,24,Salaried,6916.666666666667,2282.5,,0,27000,,,,1
KAGGLE000093,24,Salaried,6116.583333333333,2263.1358333333333,,0,27000,,,,1
KAGGLE000094,23,Salaried,5208.333333333333,2187.5,,0,26000,,,,1
KAGGLE000095,23,Salaried,10000.0,2100.0,,0,25600,,,,0
KAGGLE000096,24,Salaried,1200.0,133.9,,0,1600,,,,0
KAGGLE000097,22,Salaried,5000.0,2100.0,,0,25475,,,,1
KAGGLE000098,25,Salaried,18750.0,1755.0,,0,20000,,,,0
KAGGLE000099,24,Salaried,18750.0,1755.0,,0,20000,,,,0
KAGGLE000100,26,Salaried,18750.0,1755.0,,0,21600,,,,0
KAGGLE000101,25,Salaried,18417.0,920.85,,0,11900,,,,1
KAGGLE000102,26,Salaried,18750.0,2131.25,,0,25000,,,,0
KAGGLE000103,25,Salaried,18750.0,2395.5,,0,35000,,,,0
KAGGLE000104,23,Salaried,6916.666666666667,2075.0,,0,25300,,,,1
KAGGLE000105,22,Salaried,1200.0,168.0,,0,2000,,,,1
KAGGLE000106,25,Salaried,1200.0,147.0,,0,1750,,,,0
KAGGLE000107,21,Salaried,3541.6666666666665,2089.583333333333,,0,25000,,,,1
KAGGLE000108,24,Salaried,3416.6666666666665,2084.1666666666665,,0,25000,,,,1
KAGGLE000109,25,Salaried,1200.0,245.64000000000001,,0,3000,,,,1
KAGGLE000110,24,Salaried,1200.0,302.40000000000003,,0,3650,,,,1
KAGGLE000111,26,Salaried,18750.0,1694.9999999999998,,0,20000,,,,0
KAGGLE000112,25,Salaried,18750.0,2395.5,,0,30000,,,,0
KAGGLE000113,26,Salaried,17750.0,2395.5,,0,35000,,,,1
KAGGLE000114,24,Salaried,18750.0,562.5,,0,6000,,,,0
KAGGLE000115,24,Salaried,1200.0,378.0,,0,4500,,,,1
KAGGLE000116,23,Salaried,1200.0,194.94,,0,2400,,,,1
KAGGLE000117,22,Salaried,3500.0,2100.0,,0,25000,,,,1
KAGGLE000118,26,Salaried,4000.0,2080.0,,0,25000,,,,1
KAGGLE000119,25,Salaried,1200.0,303.24,,0,3600,,,,1
KAGGLE000120,22,Salaried,1200.0,400.71,,0,4750,,,,1
KAGGLE000121,25,Salaried,3530.0,2082.7,,0,25000,,,,1
KAGGLE000122,21,Salaried,4083.3333333333335,2082.5,,0,25000,,,,1
KAGGLE000123,25,Salaried,18750.0,2062.5,,0,25000,,,,0
KAGGLE000124,26,Salaried,18750.0,187.5,,0,3000,,,,0
KAGGLE000125,23,Salaried,18750.0,562.5,,0,7500,,,,0
KAGGLE000126,26,Salaried,18750.0,2062.5,,0,25000,,,,0
KAGGLE000127,22,Salaried,4122.0,2102.2200000000003,,0,25000,,,,1
KAGGLE000128,23,Salaried,4166.666666666667,2083.3333333333335,,0,25000,,,,1
KAGGLE000129,25,Salaried,4166.666666666667,2083.3333333333335,,0,25000,,,,1
KAGGLE000130,24,Salaried,3666.6666666666665,2089.9999999999995,,0,25000,,,,1
KAGGLE000131,23,Salaried,4166.666666666667,2083.3333333333335,,0,25000,,,,1
KAGGLE000132,22,Salaried,4167.0,2083.5,,0,25000,,,,1
KAGGLE000133,22,Salaried,4167.0,2083.5,,0,25000,,,,1
KAGGLE000134,22,Salaried,4333.333333333333,2080.0,,0,25000,,,,1
KAGGLE000135,23,Salaried,1200.0,418.0,,0,4950,,,,1
KAGGLE000136,24,Salaried,18333.333333333332,2016.6666666666665,,0,25000,,,,0
KAGGLE000137,23,Salaried,18000.0,1800.0,,0,21000,,,,0
KAGGLE000138,25,Salaried,18000.0,2160.0,,0,25000,,,,0
KAGGLE000139,26,Salaried,18000.0,1620.0,,0,20000,,,,0
KAGGLE000140,23,Salaried,17916.666666666668,2395.5,,0,35000,,,,0
KAGGLE000141,26,Salaried,17916.666666666668,1075.0,,0,12000,,,,0
KAGGLE000142,23,Salaried,4333.333333333333,2080.0,,0,25000,,,,1
KAGGLE000143,26,Salaried,3833.3333333333335,2070.0,,0,25000,,,,1
KAGGLE000144,22,Salaried,4416.666666666667,2075.8333333333335,,0,25000,,,,1
KAGGLE000145,26,Salaried,3916.6666666666665,2075.8333333333335,,0,25000,,,,1
KAGGLE000146,23,Salaried,3916.6666666666665,2075.8333333333335,,0,25000,,,,1
KAGGLE000147,23,Salaried,1200.0,121.0,,0,1400,,,,0
KAGGLE000148,21,Salaried,1200.0,374.0,,0,4500,,,,1
KAGGLE000149,22,Salaried,17500.0,1400.0,,0,16000,,,,0
KAGGLE000150,26,Salaried,17500.0,1750.0,,0,22000,,,,0
KAGGLE000151,26,Salaried,4000.0,2080.0,,0,25000,,,,1
KAGGLE000152,22,Salaried,4583.0,2062.35,,0,25000,,,,1
KAGGLE000153,24,Salaried,4583.333333333333,2062.5,,0,25000,,,,1
KAGGLE000154,23,Salaried,4583.333333333333,2062.5,,0,25000,,,,1
KAGGLE000155,23,Salaried,4583.333333333333,2062.5,,0,25000,,,,1
KAGGLE000156,24,Salaried,4597.0,2068.65,,0,25000,,,,1
KAGGLE000157,26,Salaried,4666.666666666667,2100.0,,0,25000,,,,1
KAGGLE000158,24,Salaried,16958.333333333332,1695.8333333333333,,0,20000,,,,0
KAGGLE000159,23,Salaried,15833.333333333334,1900.0,,0,22000,,,,1
KAGGLE000160,23,Salaried,1200.0,649.6,,0,7750,,,,1
KAGGLE000161,24,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000162,24,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000163,26,Salaried,4500.0,2070.0,,0,25000,,,,1
KAGGLE000164,23,Salaried,1200.0,338.3333333333333,,0,4000,,,,1
KAGGLE000165,24,Salaried,16666.666666666668,1000.0,,0,12000,,,,0
KAGGLE000166,24,Salaried,16666.666666666668,1000.0,,0,12000,,,,0
KAGGLE000167,21,Salaried,16666.666666666668,1333.3333333333335,,0,16000,,,,0
KAGGLE000168,25,Salaried,4500.0,2070.0,,0,25000,,,,1
KAGGLE000169,23,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000170,23,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000171,21,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000172,25,Salaried,5163.25,2065.3,,0,25000,,,,1
KAGGLE000173,22,Salaried,4700.0,2068.0,,0,25000,,,,1
KAGGLE000174,23,Salaried,16666.666666666668,2333.333333333334,,0,28000,,,,0
KAGGLE000175,21,Salaried,16666.666666666668,2166.666666666667,,0,25000,,,,0
KAGGLE000176,24,Salaried,16666.666666666668,2000.0,,0,24000,,,,0
KAGGLE000177,26,Salaried,16666.666666666668,1166.666666666667,,0,15000,,,,0
KAGGLE000178,25,Salaried,16666.666666666668,1333.3333333333335,,0,15500,,,,0
KAGGLE000179,24,Salaried,16666.666666666668,833.3333333333335,,0,10000,,,,0
KAGGLE000180,24,Salaried,5500.0,2090.0,,0,25000,,,,1
KAGGLE000181,22,Salaried,5500.0,2090.0,,0,25000,,,,1
KAGGLE000182,22,Salaried,16666.666666666668,666.6666666666667,,0,9000,,,,0
KAGGLE000184,25,Salaried,16666.666666666668,1500.0,,0,18000,,,,0
KAGGLE000185,25,Salaried,16666.666666666668,1000.0,,0,12000,,,,0
KAGGLE000186,25,Salaried,16666.666666666668,2000.0,,0,23050,,,,0
KAGGLE000187,24,Salaried,16666.666666666668,1666.666666666667,,0,20000,,,,0
KAGGLE000188,24,Salaried,5000.0,2100.0,,0,25000,,,,1
KAGGLE000189,21,Salaried,1200.0,252.0,,0,3000,,,,1
KAGGLE000190,26,Salaried,5583.0,2065.71,,0,25000,,,,1
KAGGLE000191,23,Salaried,5583.333333333333,2065.833333333333,,0,25000,,,,1
KAGGLE000192,24,Salaried,5583.333333333333,2065.833333333333,,0,25000,,,,1
KAGGLE000193,24,Salaried,5666.666666666667,2096.666666666667,,0,25000,,,,1
KAGGLE000194,25,Salaried,5750.0,2070.0,,0,25000,,,,1
KAGGLE000195,25,Salaried,16666.666666666668,1000.0,,0,12000,,,,0
KAGGLE000196,26,Salaried,15666.666666666666,1723.3333333333333,,0,20000,,,,1
KAGGLE000197,26,Salaried,16666.666666666668,166.66666666666669,,0,3000,,,,0
KAGGLE000198,25,Salaried,5833.0,2099.88,,0,25000,,,,1
KAGGLE000199,22,Salaried,1200.0,336.00000000000006,,0,4000,,,,1
KAGGLE000200,24,Salaried,5833.333333333333,2100.0,,0,25000,,,,1
KAGGLE000201,24,Salaried,1200.0,504.0,,0,6000,,,,1
KAGGLE000202,24,Salaried,4675.0,1776.5,,0,25000,,,,1
KAGGLE000203,25,Salaried,5500.0,2090.0,,0,25000,,,,1
KAGGLE000204,26,Salaried,5500.0,2090.0,,0,25000,,,,1
KAGGLE000205,25,Salaried,1200.0,444.0,,0,5375,,,,1
KAGGLE000206,25,Salaried,6051.0,2057.34,,0,25000,,,,1
KAGGLE000207,23,Salaried,6166.666666666667,2096.666666666667,,0,25000,,,,1
KAGGLE000208,25,Salaried,6250.0,2062.5,,0,25000,,,,1
KAGGLE000209,24,Salaried,16000.0,1760.0,,0,22000,,,,0
KAGGLE000210,21,Salaried,16000.0,1600.0,,0,20000,,,,0
KAGGLE000211,25,Salaried,15916.666666666666,795.8333333333334,,0,10000,,,,0
KAGGLE000212,26,Salaried,15858.333333333334,1268.6666666666667,,0,15000,,,,0
KAGGLE000213,22,Salaried,15833.333333333334,791.6666666666667,,0,10000,,,,0
KAGGLE000214,24,Salaried,6250.0,2062.5,,0,25000,,,,1
KAGGLE000215,22,Salaried,5916.666666666667,2070.8333333333335,,0,25000,,,,1
KAGGLE000216,26,Salaried,15833.333333333334,1741.6666666666667,,0,20000,,,,0
KAGGLE000217,23,Salaried,15833.0,2058.29,,0,24000,,,,0
KAGGLE000218,23,Salaried,6500.0,2080.0,,0,25000,,,,1
KAGGLE000219,23,Salaried,6500.0,2080.0,,0,25000,,,,1
KAGGLE000220,23,Salaried,6542.0,2093.44,,0,25000,,,,1
KAGGLE000221,25,Salaried,15500.0,775.0,,0,10000,,,,0
KAGGLE000222,24,Salaried,15416.666666666666,2395.5,,0,35000,,,,0
KAGGLE000223,25,Salaried,15416.666666666666,1233.3333333333333,,0,15000,,,,0
KAGGLE000224,24,Salaried,5170.833333333333,1758.0833333333333,,0,25000,,,,1
KAGGLE000225,23,Salaried,6618.0,2051.58,,0,25000,,,,1
KAGGLE000226,21,Salaried,1200.0,516.0,,0,6250,,,,1
KAGGLE000227,24,Salaried,6635.916666666667,2057.1341666666667,,0,25000,,,,1
KAGGLE000228,24,Salaried,6636.0,2057.16,,0,25000,,,,1
KAGGLE000229,21,Salaried,1200.0,120.0,,0,1500,,,,0
KAGGLE000230,24,Salaried,6666.666666666667,2066.666666666667,,0,25000,,,,1
KAGGLE000231,26,Salaried,6666.666666666667,2066.666666666667,,0,25000,,,,1
KAGGLE000232,22,Salaried,15416.666666666666,2158.3333333333335,,0,25000,,,,0
KAGGLE000233,26,Salaried,15416.666666666666,462.49999999999994,,0,5000,,,,0
KAGGLE000234,24,Salaried,15416.0,1849.9199999999998,,0,22000,,,,0
KAGGLE000235,23,Salaried,15333.333333333334,153.33333333333334,,0,2500,,,,0
KAGGLE000236,24,Salaried,14333.333333333334,1720.0,,0,20000,,,,1
KAGGLE000237,24,Salaried,15250.0,1677.5,,0,20000,,,,0
KAGGLE000238,22,Salaried,15250.0,152.5,,0,1000,,,,0
KAGGLE000239,25,Salaried,15246.0,1219.68,,0,15000,,,,0
KAGGLE000240,23,Salaried,6167.0,2096.78,,0,25000,,,,1
KAGGLE000241,26,Salaried,6167.0,2096.78,,0,25000,,,,1
KAGGLE000242,25,Salaried,6750.0,2092.5,,0,25000,,,,1
KAGGLE000243,23,Salaried,6800.0,2108.0,,0,25000,,,,1
KAGGLE000244,24,Salaried,6833.333333333333,2050.0,,0,25000,,,,0
KAGGLE000245,24,Salaried,6916.666666666667,2075.0,,0,25000,,,,0
KAGGLE000246,24,Salaried,6916.666666666667,2075.0,,0,25000,,,,0
KAGGLE000247,24,Salaried,15000.0,1500.0,,0,18000,,,,0
KAGGLE000248,23,Salaried,15000.0,2395.5,,0,28000,,,,0
KAGGLE000249,23,Salaried,1200.0,336.00000000000006,,0,4000,,,,1
KAGGLE000250,22,Salaried,1200.0,180.0,,0,2100,,,,0
KAGGLE000251,22,Salaried,7041.666666666667,2112.5,,0,25000,,,,0
KAGGLE000252,24,Salaried,7083.333333333333,2054.1666666666665,,0,25000,,,,0
KAGGLE000253,24,Salaried,15000.0,1200.0,,0,14000,,,,0
KAGGLE000254,26,Salaried,15000.0,1050.0,,0,12000,,,,0
KAGGLE000255,25,Salaried,11900.0,714.0,,0,10000,,,,1
KAGGLE000256,23,Salaried,1222.0,501.02,,0,6000,,,,1
KAGGLE000257,24,Salaried,7250.0,2102.5,,0,25000,,,,0
KAGGLE000258,24,Salaried,6250.0,2062.5,,0,25000,,,,1
KAGGLE000259,23,Salaried,6333.333333333333,2090.0,,0,25000,,,,1
KAGGLE000260,23,Salaried,5517.916666666667,1765.7333333333336,,0,25000,,,,1
KAGGLE000261,25,Salaried,7500.0,2100.0,,0,25000,,,,0
KAGGLE000262,21,Salaried,1250.0,512.5,,0,6200,,,,1
KAGGLE000263,26,Salaried,15000.0,2100.0,,0,25000,,,,0
KAGGLE000264,24,Salaried,15000.0,1800.0,,0,21000,,,,0
KAGGLE000265,25,Salaried,15000.0,1650.0,,0,20000,,,,0
KAGGLE000266,26,Salaried,15000.0,900.0,,0,10000,,,,0
KAGGLE000267,25,Salaried,15000.0,900.0,,0,9950,,,,0
KAGGLE000268,23,Salaried,1250.0,375.0,,0,4475,,,,1
KAGGLE000269,23,Salaried,6500.0,2080.0,,0,25000,,,,1
KAGGLE000270,25,Salaried,5525.0,1768.0,,0,25000,,,,1
KAGGLE000271,23,Salaried,7500.0,2100.0,,0,25000,,,,0
KAGGLE000272,24,Salaried,6583.333333333333,2106.6666666666665,,0,25000,,,,1
KAGGLE000273,24,Salaried,7650.0,2065.5,,0,25000,,,,0
KAGGLE000274,25,Salaried,7666.666666666667,2070.0,,0,25000,,,,0
KAGGLE000275,24,Salaried,7666.666666666667,2070.0,,0,25000,,,,0
KAGGLE000276,23,Salaried,7800.0,2106.0,,0,25000,,,,0
KAGGLE000277,23,Salaried,1250.0,150.0,,0,1750,,,,0
KAGGLE000278,23,Salaried,5879.166666666667,1763.75,,0,25000,,,,1
KAGGLE000279,25,Salaried,6983.333333333333,2095.0,,0,25000,,,,1
KAGGLE000280,26,Salaried,14583.333333333334,145.83333333333334,,0,2600,,,,0
KAGGLE000281,25,Salaried,14583.333333333334,729.1666666666667,,0,8000,,,,0
KAGGLE000282,22,Salaried,14583.333333333334,1458.3333333333335,,0,18000,,,,0
KAGGLE000283,23,Salaried,14583.333333333334,1750.0,,0,21000,,,,0
KAGGLE000284,23,Salaried,1250.0,337.5,,0,4000,,,,1
KAGGLE000285,23,Salaried,1250.0,387.5,,0,4600,,,,1
KAGGLE000286,22,Salaried,7333.333333333333,2053.3333333333335,,0,25000,,,,1
KAGGLE000287,25,Salaried,6233.333333333333,1745.3333333333335,,0,25000,,,,1
KAGGLE000288,25,Salaried,7333.333333333333,2053.3333333333335,,0,25000,,,,1
KAGGLE000289,25,Salaried,1250.0,150.0,,0,1750,,,,0
KAGGLE000290,26,Salaried,7333.333333333333,2053.3333333333335,,0,25000,,,,1
KAGGLE000291,25,Salaried,8333.333333333334,2083.3333333333335,,0,25000,,,,0
KAGGLE000292,23,Salaried,1250.0,300.0,,0,3600,,,,1
KAGGLE000293,24,Salaried,8533.333333333334,2048.0,,0,25000,,,,0
KAGGLE000294,24,Salaried,7666.666666666667,2070.0,,0,25000,,,,1
KAGGLE000295,23,Salaried,7750.0,2092.5,,0,25000,,,,1
KAGGLE000296,22,Salaried,14583.333333333334,291.6666666666667,,0,3500,,,,0
KAGGLE000297,23,Salaried,14583.333333333334,583.3333333333334,,0,7200,,,,0
KAGGLE000298,25,Salaried,14559.0,727.95,,0,9000,,,,0
KAGGLE000299,25,Salaried,14500.0,725.0,,0,8800,,,,0
KAGGLE000300,26,Salaried,14500.0,1015.0000000000001,,0,12000,,,,0
KAGGLE000301,25,Salaried,13500.0,2025.0,,0,25000,,,,1
KAGGLE000302,26,Salaried,14455.583333333334,867.335,,0,10000,,,,0
KAGGLE000303,21,Salaried,1250.0,262.5,,0,3175,,,,1
KAGGLE000304,25,Salaried,8000.0,2080.0,,0,25000,,,,1
KAGGLE000305,21,Salaried,1260.0,126.0,,0,1500,,,,0
KAGGLE000306,24,Salaried,8159.0,2121.34,,0,25000,,,,1
KAGGLE000307,26,Salaried,9166.666666666666,2108.3333333333335,,0,25000,,,,0
KAGGLE000308,23,Salaried,1267.0,228.06,,0,2800,,,,1
KAGGLE000309,25,Salaried,13300.0,2395.5,,0,30000,,,,1
KAGGLE000310,24,Salaried,14291.666666666666,1429.1666666666667,,0,18000,,,,0
KAGGLE000311,25,Salaried,14167.0,850.02,,0,10000,,,,0
KAGGLE000312,24,Salaried,13167.0,2106.7200000000003,,0,25000,,,,1
KAGGLE000313,26,Salaried,14166.666666666666,1133.3333333333333,,0,13000,,,,0
KAGGLE000314,24,Salaried,6941.666666666667,1804.8333333333335,,0,25000,,,,1
KAGGLE000315,24,Salaried,9166.666666666666,2108.3333333333335,,0,25000,,,,0
KAGGLE000316,22,Salaried,1280.0,204.8,,0,2500,,,,1
KAGGLE000317,25,Salaried,11191.666666666666,335.74999999999994,,0,5000,,,,1
KAGGLE000318,25,Salaried,14166.666666666666,1699.9999999999998,,0,20000,,,,0
KAGGLE000319,22,Salaried,8381.666666666666,2095.4166666666665,,0,25000,,,,1
KAGGLE000320,25,Salaried,9416.666666666666,2071.6666666666665,,0,25000,,,,0
KAGGLE000321,24,Salaried,10000.0,2100.0,,0,25000,,,,0
KAGGLE000322,25,Salaried,10000.0,2100.0,,0,25000,,,,0
KAGGLE000323,23,Salaried,10000.0,2100.0,,0,25000,,,,0
KAGGLE000324,24,Salaried,7650.0,1759.5,,0,25000,,,,1
KAGGLE000325,21,Salaried,1300.0,93.33333333333334,,0,1000,,,,0
KAGGLE000326,26,Salaried,9000.0,2070.0,,0,25000,,,,1
KAGGLE000327,26,Salaried,10833.0,2058.27,,0,25000,,,,0
KAGGLE000328,23,Salaried,10833.333333333334,2058.3333333333335,,0,25000,,,,0
KAGGLE000329,23,Salaried,10833.333333333334,2058.3333333333335,,0,25000,,,,0
KAGGLE000330,25,Salaried,14166.666666666666,1699.9999999999998,,0,20000,,,,0
KAGGLE000331,26,Salaried,14166.666666666666,991.6666666666667,,0,12000,,,,0
KAGGLE000332,22,Salaried,14083.333333333334,1126.6666666666667,,0,14000,,,,0
KAGGLE000333,26,Salaried,14062.5,1968.7500000000002,,0,24250,,,,0
KAGGLE000334,23,Salaried,14050.0,1686.0,,0,20000,,,,0
KAGGLE000335,24,Salaried,14024.0,140.24,,0,1800,,,,0
KAGGLE000336,25,Salaried,14000.0,2395.5,,0,35000,,,,0
KAGGLE000337,24,Salaried,11108.333333333334,2110.5833333333335,,0,25000,,,,0
KAGGLE000338,24,Salaried,1300.0,273.0,,0,3300,,,,1
KAGGLE000339,24,Salaried,11166.666666666666,2121.6666666666665,,0,25000,,,,0
KAGGLE000340,25,Salaried,11166.666666666666,2121.6666666666665,,0,25000,,,,0
KAGGLE000341,25,Salaried,1300.0,273.0,,0,3200,,,,1
KAGGLE000342,25,Salaried,11250.0,2137.5,,0,25000,,,,0
KAGGLE000343,26,Salaried,11305.0,2034.8999999999999,,0,25000,,,,0
KAGGLE000344,25,Salaried,12083.333333333334,2054.166666666667,,0,25000,,,,0
KAGGLE000345,23,Salaried,12500.0,2125.0,,0,25000,,,,0
KAGGLE000346,23,Salaried,13750.0,825.0,,0,9600,,,,0
KAGGLE000347,22,Salaried,12750.0,2040.0,,0,24000,,,,1
KAGGLE000348,24,Salaried,13750.0,1650.0,,0,20000,,,,0
KAGGLE000349,25,Salaried,13750.0,2062.5,,0,25000,,,,0
KAGGLE000350,21,Salaried,13750.0,1650.0,,0,20000,,,,0
KAGGLE000351,23,Salaried,1333.3333333333333,506.66666666666663,,0,6000,,,,1
KAGGLE000352,23,Salaried,1333.3333333333333,186.66666666666669,,0,2275,,,,0
